term,topic_id,enrichment_data
vaporization,1.2,"{""explanation"":""Phase transition where liquids absorb latent heat to overcome intermolecular forces, forming vapor."",""urdu_meaning"":""بخارات بننا - مائع سے گیس میں تبدیلی کا عمل"",""term_type"":""process"",""example_sentence"":""Vaporization enthalpy determines fuel efficiency in internal combustion engines."",""properties"":{""key_principle"":""ΔH_vaporization absorption"",""related_concepts"":[""boiling point"",""vapor pressure"",""heat of sublimation"",""Trouton's rule""],""real_world_example"":""Steam distillation of essential oils""}}"
water molecules,1.2,"{""explanation"":""H₂O units exhibiting hydrogen bonding, high polarity, and tetrahedral coordination in condensed phases."",""urdu_meaning"":""پانی کے سالمات - H₂O اکائیوں جو ہائیڈروجن بندھن بناتی ہیں"",""term_type"":""concept"",""example_sentence"":""Water molecules form transient clusters through hydrogen bonding in liquid state."",""properties"":{""key_principle"":""Tetrahedral coordination"",""related_concepts"":[""hydrogen bonding"",""density anomaly"",""hydration shells"",""autodissociation""],""real_world_example"":""Protein folding in aqueous environments""}}"
welding arcs,1.2,"{""explanation"":""Industrial plasma discharges exceeding 5000K, melting metals through Joule heating and electron bombardment."",""urdu_meaning"":""ویلڈنگ آرکس - صنعتی پلازما تخلیہ جو دھاتوں کو پگھلاتا ہے"",""term_type"":""other"",""example_sentence"":""Welding arcs contain ionized metal vapor and shielding gases."",""properties"":{""description"":""Technical application of plasma"",""relevance"":""High-temperature metallurgy""}}"
alloy,1.3,"{""explanation"": ""An alloy is a mixture of a metal with at least one other element (metal or nonmetal), often designed to have properties superior to those of the pure components. Alloys are typically homogeneous mixtures (solid solutions)."", ""urdu_meaning"": ""بھرت / دھاتی آمیزہ - ایک دھات کا کم از کم ایک دوسرے عنصر کے ساتھ آمیزہ"", ""term_type"": ""mixture"", ""example_sentence"": ""Brass is an alloy made from copper and zinc, known for its hardness and workability."", ""properties"": {""key_principle"": ""A metallic substance composed of two or more elements, as a solid solution, an intermetallic compound, or a mixture of metallic phases."", ""related_concepts"": [""mixture"", ""homogeneous mixture"", ""metal"", ""element"", ""solid solution"", ""intermetallic compound""], ""real_world_example"": ""Steel (iron and carbon), bronze (copper and tin), solder (tin and lead).""}}"
aluminum,1.3,"{""explanation"": ""Aluminum (Al) is a silvery-white, lightweight, and reactive metallic element. It is highly resistant to corrosion due to the formation of a protective oxide layer."", ""urdu_meaning"": ""ایلومینیم - ایک ہلکی، چاندی جیسی سفید دھات"", ""term_type"": ""element"", ""example_sentence"": ""Aluminum is widely used in aircraft construction due to its low density and high strength-to-weight ratio."", ""properties"": {""symbol"": ""Al"", ""atomic_number"": 13, ""category"": ""metal"", ""state_room_temp"": ""solid"", ""common_uses"": [""Aircraft parts"", ""Beverage cans"", ""Window frames"", ""Electrical transmission lines"", ""Cookware""]}}"
analytical chemistry techniques,1.3,"{""explanation"": ""Analytical chemistry techniques are methods used to identify, separate, and quantify chemical substances. Techniques like chromatography and spectroscopy are used to analyze the composition of mixtures and pure substances."", ""urdu_meaning"": ""تجزیاتی کیمیا کی تکنیکیں - کیمیائی مادوں کی شناخت، علیحدگی اور مقدار کا تعین کرنے کے طریقے"", ""term_type"": ""concept"", ""example_sentence"": ""Chromatography is one of the key analytical chemistry techniques used to separate components of a complex mixture."", ""properties"": {""key_principle"": ""Methods for determining the chemical composition and structure of materials."", ""related_concepts"": [""chromatography"", ""spectroscopy"", ""titration"", ""qualitative analysis"", ""quantitative analysis"", ""separation techniques""], ""real_world_example"": ""Using gas chromatography-mass spectrometry (GC-MS) to identify pollutants in a water sample.""}}"
atom,1.3,"{""explanation"": ""An atom is the smallest unit of an element that retains the chemical identity of that element, consisting of a nucleus (protons and neutrons) and electrons. Atoms combine to form molecules and compounds."", ""urdu_meaning"": ""ایٹم / جوہر - کسی عنصر کی سب سے چھوٹی اکائی جو اس کی کیمیائی شناخت برقرار رکھتی ہے"", ""term_type"": ""concept"", ""example_sentence"": ""A molecule of water (H₂O) consists of two hydrogen atoms and one oxygen atom."", ""properties"": {""key_principle"": ""The basic building block of matter, comprising a nucleus and electrons."", ""related_concepts"": [""element"", ""molecule"", ""compound"", ""proton"", ""neutron"", ""electron"", ""nucleus"", ""chemical bonding""], ""real_world_example"": ""A single carbon atom is the fundamental unit of the element carbon.""}}"
carbon,1.3,"{""explanation"": ""Carbon (C) is a nonmetallic chemical element known for its ability to form a vast number of compounds due to its tetravalency, forming the basis of organic chemistry and life. It exists in various allotropes like diamond and graphite."", ""urdu_meaning"": ""کاربن - ایک غیر دھاتی کیمیائی عنصر، نامیاتی کیمیا اور زندگی کی بنیاد"", ""term_type"": ""element"", ""example_sentence"": ""Carbon atoms can bond with each other to form long chains and rings, leading to the diversity of organic molecules."", ""properties"": {""symbol"": ""C"", ""atomic_number"": 6, ""category"": ""nonmetal"", ""state_room_temp"": ""solid"", ""common_uses"": [""Graphite (pencils, lubricants)"", ""Diamond (jewelry, abrasives)"", ""Component of fuels (coal, oil, natural gas)"", ""Basis of all organic life"", ""Nanomaterials (e.g., graphene, carbon nanotubes)""]}}"
chemical bonding,1.3,"{""explanation"": ""Chemical bonding refers to the attractive forces that hold atoms together to form molecules, ions, or crystals. Major types include ionic, covalent, and metallic bonds."", ""urdu_meaning"": ""کیمیائی بندھن - وہ قوتیں جو ایٹموں کو مالیکیول، آئن یا قلم بنانے کے لیے جوڑ کر رکھتی ہیں"", ""term_type"": ""concept"", ""example_sentence"": ""The type of chemical bonding between atoms determines the physical and chemical properties of a substance."", ""properties"": {""key_principle"": ""Persistent attraction between atoms, ions or molecules that enables the formation of chemical compounds."", ""related_concepts"": [""ionic bond"", ""covalent bond"", ""metallic bond"", ""chemical bonds"", ""molecule"", ""compound"", ""electronegativity""], ""real_world_example"": ""In water (H₂O), covalent chemical bonding holds the hydrogen and oxygen atoms together.""}}"
chemical bonds,1.3,"{""explanation"": ""Chemical bonds are the attractive forces between atoms that result in the formation of stable chemical compounds. These include ionic bonds (transfer of electrons), covalent bonds (sharing of electrons), and metallic bonds (electron sea)."", ""urdu_meaning"": ""کیمیائی بانڈز - ایٹموں کے درمیان کشش کی قوتیں جو مستحکم کیمیائی مرکبات بناتی ہیں"", ""term_type"": ""concept"", ""example_sentence"": ""The strength and type of chemical bonds in a molecule influence its reactivity and physical state."", ""properties"": {""key_principle"": ""Forces of attraction holding atoms together in molecules and compounds."", ""related_concepts"": [""chemical bonding"", ""ionic bond"", ""covalent bond"", ""metallic bond"", ""bond energy"", ""bond length""], ""real_world_example"": ""The double chemical bond between oxygen atoms in an O₂ molecule.""}}"
chromatography,1.3,"{""explanation"": ""Chromatography is a laboratory technique used to separate the components of a mixture based on their differential distribution between a stationary phase and a mobile phase. It is widely used in analytical chemistry."", ""urdu_meaning"": ""کرومیٹوگرافی - آمیزے کے اجزاء کو الگ کرنے کی ایک تکنیک"", ""term_type"": ""process"", ""example_sentence"": ""Paper chromatography can be used to separate different pigments in ink, a common heterogeneous mixture."", ""properties"": {""key_principle"": ""Separation of mixture components based on differential partitioning between a stationary and a mobile phase."", ""related_concepts"": [""analytical chemistry techniques"", ""separation techniques"", ""stationary phase"", ""mobile phase"", ""mixture"", ""homogeneous mixture"", ""heterogeneous mixture""], ""real_world_example"": ""Using gas chromatography to analyze the components of a perfume.""}}"
colloids,1.3,"{""explanation"": ""Colloids are mixtures in which one substance of microscopically dispersed insoluble particles is suspended throughout another substance. They exhibit the Tyndall effect and appear homogeneous to the naked eye but are heterogeneous at a microscopic level."", ""urdu_meaning"": ""کولائیڈز - ایسے آمیزے جن میں ایک مادہ دوسرے میں انتہائی چھوٹے ناقابل حل ذرات کی صورت میں پھیلا ہو"", ""term_type"": ""mixture"", ""example_sentence"": ""Milk is an example of a colloid, where fat globules are dispersed in an aqueous solution."", ""properties"": {""key_principle"": ""A type of heterogeneous mixture with dispersed particles larger than solution particles but smaller than suspension particles, often showing the Tyndall effect."", ""related_concepts"": [""mixture"", ""heterogeneous mixture"", ""Tyndall effect"", ""suspension"", ""solution"", ""dispersed phase"", ""dispersion medium""], ""real_world_example"": ""Fog, smoke, mayonnaise, jelly.""}}"
