term,topic_id,enrichment_data
charges,4.3,"{""explanation"": ""Charges in chemistry refer to the electrical property of ions or subatomic particles, which can be positive (due to a deficiency of electrons relative to protons) or negative (due to an excess of electrons)."", ""urdu_meaning"": ""چارجز (برقی بار) - آئنوں یا ذیلی ایٹمی ذرات کی برقی خاصیت"", ""term_type"": ""property"", ""example_sentence"": ""Opposite charges attract each other, which is the basis of ionic bonding."", ""properties"": {""key_principle"": ""A fundamental property of matter that experiences a force when placed in an electromagnetic field; can be positive or negative."", ""related_concepts"": [""ions (cations, anions)"", ""protons"", ""electrons"", ""electrical neutrality"", ""electrostatic force"", ""oxidation state""], ""real_world_example"": ""An electron carries a fundamental unit of negative charge (-1e), while a proton carries a positive charge (+1e).""}}"
chemical bonding,4.3,"{""explanation"": ""Chemical bonding is the process or result of attractive forces holding atoms or ions together to form molecules, crystals, and other stable structures."", ""urdu_meaning"": ""کیمیائی بندھن - ایٹموں یا آئنوں کو جوڑنے والی قوتیں"", ""term_type"": ""concept"", ""example_sentence"": ""Ionic chemical bonding involves the electrostatic attraction between oppositely charged ions."", ""properties"": {""key_principle"": ""The interaction between atoms leading to the formation of stable chemical compounds."", ""related_concepts"": [""ionic bonds"", ""covalent bonds"", ""metallic bonds"", ""valence electrons"", ""electronegativity"", ""Lewis structures"", ""molecular geometry""], ""real_world_example"": ""The strong chemical bonding in diamond contributes to its hardness.""}}"
chemical formula,4.3,"{""explanation"": ""A chemical formula is a way of presenting information about the chemical proportions of atoms that constitute a particular chemical compound or molecule using chemical element symbols, numbers (subscripts), and other symbols."", ""urdu_meaning"": ""کیمیائی فارمولا - کسی مرکب میں ایٹموں کی نسبت کا علامتی اظہار"", ""term_type"": ""concept"", ""example_sentence"": ""The chemical formula for an ionic compound represents the simplest ratio of ions, known as a formula unit."", ""properties"": {""key_principle"": ""A concise notation representing the elemental composition of a substance."", ""related_concepts"": [""empirical formula"", ""molecular formula"", ""structural formula"", ""element symbols"", ""subscripts"", ""compounds"", ""molecules"", ""formula unit""], ""real_world_example"": ""The chemical formula for magnesium chloride is MgCl₂.""}}"
chemical formulas,4.3,"{""explanation"": ""Chemical formulas are standardized notations using element symbols and subscripts to represent the composition of molecules and compounds, including the ratios of ions in ionic compounds."", ""urdu_meaning"": ""کیمیائی فارمولے - سالمات اور مرکبات کی ترکیب کا علامتی اظہار"", ""term_type"": ""concept"", ""example_sentence"": ""Understanding how to write chemical formulas for ionic compounds requires knowing the charges of the constituent ions."", ""properties"": {""key_principle"": ""Systematic representations of the elemental makeup of chemical substances."", ""related_concepts"": [""chemical formula (singular)"", ""empirical formula"", ""molecular formula"", ""structural formula"", ""compounds"", ""ions"", ""formula unit""], ""real_world_example"": ""Various chemical formulas, such as Al₂O₃ for aluminum oxide and KBr for potassium bromide, represent ionic compounds.""}}"
crisscross method,4.3,"{""explanation"": ""The crisscross method is a simple technique used to determine the chemical formula of an ionic compound by exchanging the numerical values of the ion charges to become the subscripts of the opposite ion."", ""urdu_meaning"": ""کراس کراس طریقہ - آئنی مرکب کا فارمولا معلوم کرنے کا ایک سادہ طریقہ"", ""term_type"": ""process"", ""example_sentence"": ""Using the crisscross method for Al³⁺ and O²⁻, the 3 from aluminum's charge becomes the subscript for oxygen, and the 2 from oxygen's charge becomes the subscript for aluminum, yielding Al₂O₃."", ""properties"": {""key_principle"": ""A shortcut to balance charges in an ionic compound formula by making the magnitude of one ion's charge the subscript of the other ion."", ""related_concepts"": [""ionic compounds"", ""chemical formula"", ""cation charges"", ""anion charges"", ""electrical neutrality"", ""formula unit""], ""real_world_example"": ""Applying the crisscross method to Ca²⁺ and N³⁻ gives Ca₃N₂, the formula for calcium nitride.""}}"
electrical neutrality,4.3,"{""explanation"": ""Electrical neutrality is the state in which a substance or system has an equal number of positive and negative charges, resulting in no net electrical charge; ionic compounds are electrically neutral overall."", ""urdu_meaning"": ""برقی تعدیل / برقی غیر جانبداری - مثبت اور منفی چارجز کی مساوی تعداد"", ""term_type"": ""concept"", ""example_sentence"": ""Ionic compounds achieve electrical neutrality by combining cations and anions in ratios that balance the total positive and negative charges."", ""properties"": {""key_principle"": ""The condition of having a net electric charge of zero due to balanced positive and negative charges."", ""related_concepts"": [""charge conservation"", ""ions (cations, anions)"", ""atoms"", ""ionic compounds"", ""formula unit""], ""real_world_example"": ""A formula unit of NaCl is electrically neutral because the +1 charge of the sodium ion is balanced by the -1 charge of the chloride ion.""}}"
electron configurations,4.3,"{""explanation"": ""Electron configurations describe the arrangement of electrons in the different energy levels and sublevels within an atom or ion, which helps predict ion formation and charges."", ""urdu_meaning"": ""الیکٹران ترتیب / الیکٹرانک کنفیگریشن - ایٹم یا آئن میں الیکٹرانوں کی ترتیب"", ""term_type"": ""concept"", ""example_sentence"": ""The electron configurations of metals often show them losing valence electrons to achieve a stable, noble gas configuration, thus forming cations."", ""properties"": {""key_principle"": ""The distribution of electrons of an atom or molecule (or other physical structure) in atomic or molecular orbitals."", ""related_concepts"": [""atoms"", ""ions"", ""orbitals (s, p, d, f)"", ""electron shells"", ""valence electrons"", ""periodic table"", ""octet rule"", ""noble gas configuration""], ""real_world_example"": ""Sodium (1s²2s²2p⁶3s¹) readily loses its 3s¹ electron to form Na⁺ (1s²2s²2p⁶), which has the electron configuration of neon.""}}"
ion,4.3,"{""explanation"": ""An ion is an atom or molecule that has acquired a net electrical charge by gaining or losing one or more electrons."", ""urdu_meaning"": ""آئن - چارج شدہ ایٹم یا سالمہ"", ""term_type"": ""concept"", ""example_sentence"": ""When forming an ionic compound, a metal atom typically becomes a positive ion (cation), and a nonmetal atom becomes a negative ion (anion)."", ""properties"": {""key_principle"": ""An electrically charged particle formed from an atom or molecule by the loss or gain of electrons."", ""related_concepts"": [""cation"", ""anion"", ""ionic bonding"", ""electron transfer"", ""electrolytes"", ""polyatomic ions"", ""oxidation state""], ""real_world_example"": ""The fluoride ion (F⁻) is formed when a fluorine atom gains one electron.""}}"
ion charges,4.3,"{""explanation"": ""Ion charges are the net electrical charges on ions, determined by the number of protons and electrons; these charges are crucial for predicting the formulas of ionic compounds."", ""urdu_meaning"": ""آئن چارجز - آئنوں پر موجود خالص برقی چارج"", ""term_type"": ""concept"", ""example_sentence"": ""The ion charges of monatomic ions can often be predicted from their position in the periodic table."", ""properties"": {""key_principle"": ""The positive or negative numerical value representing the net charge of an ion."", ""related_concepts"": [""ion"", ""cation"", ""anion"", ""oxidation state"", ""valence electrons"", ""periodic table trends"", ""polyatomic ions""], ""real_world_example"": ""The magnesium ion has an ion charge of +2 (Mg²⁺), while the oxide ion has an ion charge of -2 (O²⁻).""}}"
ionic bonding,4.3,"{""explanation"": ""Ionic bonding is a type of chemical bond formed through an electrostatic attraction between two oppositely charged ions (cations and anions), typically involving electron transfer from a metal to a nonmetal."", ""urdu_meaning"": ""آئنی بندھن - مخالف چارج والے آئنوں کے درمیان برقی سکونی کشش"", ""term_type"": ""concept"", ""example_sentence"": ""Ionic bonding results in the formation of crystalline solids with high melting points, such as sodium chloride."", ""properties"": {""key_principle"": ""The complete transfer of valence electron(s) between atoms, leading to the formation of ions that are electrostatically attracted."", ""related_concepts"": [""chemical bonding"", ""ions"", ""cations"", ""anions"", ""electron transfer"", ""electrostatic force"", ""ionic compounds"", ""crystal lattice"", ""electronegativity difference""], ""real_world_example"": ""The ionic bonding in potassium fluoride (KF) occurs due to the attraction between K⁺ and F⁻ ions.""}}"
ions,4.3,"{""explanation"": ""Ions are atoms or groups of atoms that have gained or lost electrons, thus acquiring a net positive (cation) or negative (anion) electrical charge, and are the fundamental units of ionic compounds."", ""urdu_meaning"": ""آئنز - چارج شدہ ایٹم یا ایٹموں کے گروہ"", ""term_type"": ""concept"", ""example_sentence"": ""In an ionic compound, the total positive charge from the cations must balance the total negative charge from the anions."", ""properties"": {""key_principle"": ""Charged species formed by the gain (anion) or loss (cation) of electrons from neutral atoms or molecules."", ""related_concepts"": [""cations"", ""anions"", ""ionic bonding"", ""ionization"", ""electron transfer"", ""electrolytes"", ""polyatomic ions"", ""oxidation state""], ""real_world_example"": ""When table salt (NaCl) dissolves in water, it dissociates into sodium ions (Na⁺) and chloride ions (Cl⁻).""}}"
lithium oxide,4.3,"{""explanation"": ""Lithium oxide (Li₂O) is an inorganic ionic compound formed between lithium and oxygen, used in ceramics and as a fluxing agent."", ""urdu_meaning"": ""لیتھیم آکسائیڈ - لیتھیم اور آکسیجن کا آئنی مرکب"", ""term_type"": ""compound"", ""example_sentence"": ""The chemical formula for lithium oxide is Li₂O because lithium forms Li⁺ ions and oxygen forms O²⁻ ions."", ""properties"": {""formula"": ""Li₂O"", ""molar_mass"": ""29.88 g/mol"", ""state_room_temp"": ""solid"", ""hazards"": [""Corrosive"", ""Reacts with water to form lithium hydroxide"", ""Irritant""]}}"
